artist,text
perfect_circle,"it already started in the city
the enemy's within
let our wallets get fat like last time
we could all use the money
so you can go and die
blame it on the middle class
so many opposites
we're like rats in a cage
it can start in
let's have a war
give guns to the queers
suburbia will be just as easy
clean out this place
so many there's so many there's so many
jack up the
sell the rights to the networks
we need the space"
perfect_circle,"to help me save me from myself
i'm home again
i will always love you
i'm whole again
hopeless situations
entries of confusion
there's no choice
endless price
i have to pay
i ask a question
i'm alone with you
i'm here to stay
walk the line again today
however long
watch me die another day
whatever words
scream away my mental health
you make me feel like
voices in the darkness"
tool,"all the way in
all the waaay in
take it all
life's just too short to push it awaaaay
take all or nothing 
just too short to push it awaaaay 
4 degrees now 4 degrees warmer
you won't feel what you'd like to feel
just liiike
i'll kill what you want me to 
take what's left and eat it
locked up inside you 
like the calm beneath castles 
is a cavern of treasures
that no one has been to
let it go in
all the waay
take all or nothing 
just too short to push it
take all or nothing 
just too short to push it awaaaay 
knock you down it won't be long now
take all or nothing
take it all in
it brings us closer than 
dying and cancer and crying 
take what's left and eat it
laaay back and let me show you another waaaay
bring it out to take you back in
you'll like this 
this brings us out
let's go diiigging
give in now    
let meeeeeeeeee in
you'll like this
yooou do what you'd like to do"
pearl_jam,"i can feel their laughter so why do
all the pictures had all been washed in black tattooed everything
now the air
i tasted and breathed has taken a turn
and now my bitter hands cradle broken glass
of what was everything
i'm spinning oh
all the love gone bad turned my world to black
tattooed all
i see all that
and twisted thoughts that spin round my head
i know you'll be a star
in somebody else's sky but why
why why can't it be why can't it be mine
all five horizons revolved around her soul
as the earth to the sun
i'll ever be  yeah
i take a walk outside
i know someday you'll have a beautiful life
i'm spinning
how quick the sun can drop away
i know she gave me all that she wore
and now my bitter hands shake beneath the clouds
of what was everything
i'm surrounded by some kids at play
i taught her was everything"
audioslave,"i set my world on fire
with my patience gone
i just want to go for a ride
of red says danger on it
clearly more than
drag me off
set tonight
house is honest
burning that gasoline
i have found another way
out and gone the sun will never
i set this room a light
left alone forever and for crimes unclear
someone take me far from here"
soundgarden,"trinity 
that's what blind dogs believe
what do blind dogs believe
following blind
while my nightmare walks
following blind
bow your head
to the
these things in the air 
they will make you think
i've heard that before
i fell asleep
where the freeway talks 
suffer to swim
and dying to sink
i don't want to know
shave your head and burn you sheets 
evil could be
right next door"
tool,"i'm trying to remember when
but it makes me dizzy 
and
the sun is burning hot again
on the hunter
and the fisherman 
and he's trying to remember when 
but it makes him dizzy
i'm slipping
into a dream within a dream
i'm swimming
i'm sweating 
and breathing 
and staring and thinking
and sinking
deeper
and it's almost like
it drags me under
and takes me home
seems so familiar
it's the way you whisper
it's almost like
i'm the thinker
and the fisherman
and"
soundgarden,"bite the hand that feeds
rip the legs from the thighs
i'm gonna make it right
feed the prison and open the eyes
the only color is red     red
i'm gonna feed the prison feed the prison
feed the prison
i'm gonna take some time
i'm gonna feed the prison
i'm gonna feed it
i don't care if it tasted like
i don't care if it takes some time
pile of bones for my bed
i don't care if it tastes like poison
turn the head 360 degrees
i'm gonna take some time
 mystery scream
not a tear will be shed
the only color is red
feed the prison open the eyes"
soundgarden,"the lives we make never seem
to live up to the ones inside your head
one more time around might make it
just like you
drop the blade and watch the rolling heads
one more time around
i stole a thousand beggar's change
to ever get us anywhere but dead
all the other pigs
and let the martyrs stretch
i should have stayed in bed
one more time around might do it
i wallowed in the blood and mud with
i tried to live
and gave it to the rich
except a voice was in my head
it said seize the day pull the trigger
i dangled from the power lines"
pearl_jam,"i gathered speed from you fucking with me
forced to endure what
united by fear
oh once you were in my
it wasn't my surface
enmity gauged
pushed to the ground
i guess it was the beatings made me wise
finally the shades are raised
most defiled
hard to believe
once and for all
rearviewmirror
i could not forgive
swallowed it down
hand on my face
i'm far away
saw things so much clearer once you once you
fist on my plate
saw things so much clearer once you
tried to endure what
i'm not about to give thanks or apologize"
pearl_jam,"i'll be watchin' as you breathe
mind at peace within yourself
i send you off around the bend
please forgive me won't you dear
off you dream my little child
there's a sun around the bend  2
i cast you off
all these moments that
i've missed
with you around the bend
on and on around the bend
my fingertips they close your eyes
i want your soul to keep
please forgive and let me share
i lie still you move
i hold you deep in my arms"
